tot_credit_debt,avg_card_debt,credit_age,credit_good_age,card_age,non_mtg_acc_past_due_12_months_num,non_mtg_acc_past_due_6_months_num,mortgages_past_due_6_months_num,credit_past_due_amount,inq_12_month_num,card_inq_24_month_num,card_open_36_month_num,auto_open_36_month_num,uti_card,uti_50plus_pct,uti_max_credit_line,uti_card_50plus_pct,ind_acc_XYZ,rep_income,Default_ind,goodbad,isNaN_rep_income,isNaN_uti_card_50plus_pct,isOld,State_AL,State_FL,State_GA,State_LA,State_MS,State_NC,State_SC
81397.23,9555.54,327,142,306,0,0,0,0,4,6,0,0,0.513046698,0.498764119,0.409340202,0.502572699,0,81000,1,Bad,0,0,1,0,0,0,1,0,0,0
108926.31,16204.54,145,70,140,0,0,0,0,1,3,0,1,0.649332015,0.478529415,0.672594695,0.753666932,0,58000,0,Good,0,0,0,0,0,0,0,1,0,0
65342.95,13130.65,350,172,297,0,0,0,0,5,6,0,0,0.567149571,0.613770959,0.536478377,0.499488599,0,75000,0,Good,0,0,1,0,0,0,0,0,0,1
62090.65,5179.09,389,184,358,0,0,0,0,2,4,0,0,0.739750533,0.696616655,0.578577387,0.692207858,1,82000,1,Bad,0,0,1,0,0,0,0,1,0,0
44362.77,9381.49,226,159,216,0,0,0,0,3,8,1,0,0.412004346,0.398688049,0.417930796,0.467447794,0,87000,1,Bad,0,0,0,0,0,0,0,0,0,1
72499.68,7631.37,251,130,225,0,0,0,0,5,8,0,0,0.491617568,0.410472017,0.369763008,0.469164544,0,75000,1,Bad,1,0,0,0,1,0,0,0,0,0
125593.03,14562.29,369,216,303,0,0,0,0,0,0,0,0,0.350726341,0.416249713,0.341221844,0.290979343,0,88000,0,Good,0,0,1,0,0,0,0,1,0,0
97923.26,13116.51,223,91,180,0,0,0,0,2,4,1,0,0.711720952,0.700390937,0.576739674,0.665991238,0,102000,1,Bad,0,0,0,0,1,0,0,0,0,0
98790.07,15512.63,316,120,280,0,0,0,0,2,2,0,0,0.580503955,0.490163832,0.58471649,0.623284326,0,74000,1,Bad,0,0,1,0,1,0,0,0,0,0
84916.66,14291.95,326,149,306,0,0,0,0,3,7,0,0,0.555368702,0.544743725,0.430327478,0.572607291,0,78000,0,Good,0,0,1,0,0,0,0,0,1,0
72911.63,12013.78,261,131,248,0,0,0,0,2,2,0,0,0.355301222,0.498964291,0.385038513,0.349640012,0,46000,0,Good,0,0,0,0,1,0,0,0,0,0
122604.81,14117.01,318,171,301,0,0,0,0,0,3,0,1,0.550556915,0.634619903,0.619585451,0.529495234,1,92000,0,Good,0,0,1,1,0,0,0,0,0,0
78596.29,10976.72,248,154,225,0,0,0,0,7,12,0,0,0.53770407,0.531115674,0.554874651,0.490074487,1,94000,1,Bad,0,1,0,0,0,1,0,0,0,0
101551.32,14085.77,241,85,212,0,0,0,0,3,1,1,0,0.616235686,0.723481636,0.556634725,0.61131434,0,75000,0,Good,1,0,0,1,0,0,0,0,0,0
129039.18,18579.13,307,178,285,0,0,0,0,5,10,1,0,0.663746933,0.507055206,0.564290969,0.614316903,1,66000,1,Bad,0,0,1,0,0,0,1,0,0,0
67063.73,8169.66,246,110,194,0,0,0,0,2,3,0,0,0.616606599,0.607885779,0.560305867,0.605989572,0,70000,1,Bad,0,0,0,1,0,0,0,0,0,0
86286.52,10841.99,341,173,297,0,0,0,0,2,4,1,0,0.472975532,0.560168114,0.454829548,0.399004938,1,90000,0,Good,0,0,1,0,0,0,1,0,0,0
110012.41,14225.7,205,87,135,2,1,1,2323.69,6,12,0,0,0.424928257,0.438105856,0.531101696,0.4677773,0,84000,1,Bad,0,0,0,0,0,0,0,0,0,1
90029.46,10846.08,297,165,280,0,0,0,0,2,2,0,0,0.424508349,0.360059172,0.265694479,0.386406082,0,52000,0,Good,0,0,0,0,0,0,0,1,0,0
108840.19,15062.29,212,112,196,0,0,0,0,0,1,0,0,0.810696026,0.826938975,0.712249438,0.838829194,0,47000,1,Bad,0,0,0,1,0,0,0,0,0,0
113068.24,18102.38,218,86,204,2,1,1,15499.21,5,7,1,0,0.535431847,0.629623367,0.544371521,0.545654921,0,75000,1,Bad,0,0,0,0,0,1,0,0,0,0
74562.15,11515.88,277,136,204,0,0,0,0,0,1,0,0,0.453368018,0.340029644,0.618014665,0.49466759,0,75000,0,Good,1,0,0,0,0,0,0,1,0,0
77819.41,8105.2,202,78,186,0,0,0,0,4,10,0,0,0.738144964,0.670782615,0.69279786,0.704832905,0,87000,0,Good,0,0,0,0,0,1,0,0,0,0
58151.39,9550.19,373,176,327,0,0,0,0,0,3,0,0,0.643883636,0.618849072,0.571751869,0.587321393,0,77000,1,Bad,0,0,1,0,1,0,0,0,0,0
79055.24,13909.4,248,118,233,0,0,0,0,3,5,0,0,0.480134109,0.596764189,0.508906698,0.555695002,1,75000,1,Bad,0,0,0,0,0,1,0,0,0,0
123748.95,15440.6,278,177,277,0,0,0,0,7,10,0,0,0.636655297,0.648444724,0.529065934,0.702812137,0,69000,0,Good,0,0,0,0,0,0,1,0,0,0
105161.31,13408.44,312,163,293,1,0,0,0,5,9,0,0,0.629780964,0.614037467,0.652730844,0.610115091,0,74000,0,Good,0,0,1,0,1,0,0,0,0,0
115541.63,11550.21,296,139,232,0,0,0,0,3,3,0,1,0.589159576,0.639070589,0.576490094,0.642904039,0,65000,0,Good,0,0,0,0,0,0,0,1,0,0
100831.6,10423.04,362,186,336,0,0,0,0,2,0,0,1,0.546274152,0.594221964,0.407761316,0.541315169,0,67000,0,Good,0,0,1,1,0,0,0,0,0,0
80878.88,4573.68,225,121,225,0,0,0,0,1,4,0,0,0.574503342,0.502259099,0.52932832,0.537982139,0,89000,1,Bad,0,0,0,0,0,0,0,0,1,0
106110.61,14092.8,332,193,300,0,0,0,0,0,0,0,0,0.391578474,0.525719133,0.456227067,0.490074487,0,77000,0,Good,0,1,1,0,0,0,0,0,1,0
94874.44,9708.65,269,109,267,0,0,0,0,1,2,0,0,0.67571524,0.715259069,0.370927988,0.664598506,1,97000,1,Bad,0,0,0,0,0,0,0,0,1,0
86175.77,12362.62,260,139,242,0,0,0,0,4,7,0,0,0.518705677,0.528339009,0.467184416,0.481571166,1,78000,0,Good,0,0,0,0,0,0,0,0,1,0
130030.93,13035.75,343,158,343,0,0,0,0,0,1,0,0,0.557317923,0.652081614,0.497823698,0.50267311,0,94000,0,Good,0,0,1,1,0,0,0,0,0,0
68555.61,7534.83,391,192,383,0,0,0,0,3,3,2,0,0.578612976,0.585656544,0.410246028,0.583909324,0,71000,1,Bad,0,0,1,0,0,0,0,0,0,1
61942.85,13269.35,330,104,273,0,0,0,0,6,12,1,1,0.59378005,0.624991982,0.621242089,0.4798903,0,61000,0,Good,0,0,1,0,0,0,0,0,0,1
173625.13,18158.2,275,176,274,0,0,0,0,3,8,1,0,0.62665366,0.755358127,0.610444627,0.494855449,0,75000,1,Bad,1,0,0,0,0,0,1,0,0,0
92461.67,16459.88,415,221,349,0,0,0,0,0,0,0,0,0.655975217,0.501362675,0.678471447,0.615640756,0,63000,1,Bad,0,0,1,0,1,0,0,0,0,0
48268.43,4664.26,200,97,198,0,0,0,0,1,0,0,1,0.455253675,0.380099808,0.42010981,0.490074487,0,72000,1,Bad,0,1,0,0,0,1,0,0,0,0
79856.27,12211.46,249,127,235,0,0,0,0,1,3,0,0,0.489773091,0.475064968,0.606420205,0.468701975,0,75000,0,Good,1,0,0,0,0,0,1,0,0,0
124894.59,12289.19,416,205,355,0,0,0,0,2,6,0,0,0.611471921,0.632599897,0.658829383,0.591920064,0,89000,0,Good,0,0,1,0,0,0,1,0,0,0
125181.96,19012.39,310,144,298,0,0,0,0,3,6,1,0,0.66608351,0.663538307,0.623252299,0.633614774,0,86000,1,Bad,0,0,1,0,0,0,0,0,1,0
96787.64,10584.73,135,59,135,0,0,0,0,5,7,0,0,0.503597968,0.479658705,0.379341232,0.384635262,1,80000,1,Bad,0,0,0,0,0,0,0,0,0,1
103148.26,11335.9,423,230,399,0,0,0,0,0,0,0,0,0.534772015,0.466058244,0.604302073,0.495259688,0,86000,0,Good,0,0,1,0,1,0,0,0,0,0
38106.96,7169.84,164,126,138,0,0,0,0,6,8,0,0,0.678117626,0.749024201,0.625246881,0.589176666,0,76000,1,Bad,0,0,0,0,0,0,0,1,0,0
34657.43,8633.45,194,89,140,0,0,0,0,2,2,0,0,0.516802725,0.643048771,0.546955954,0.463459343,1,78000,1,Bad,0,0,0,1,0,0,0,0,0,0
79018.11,12607.13,344,211,317,0,0,0,0,0,0,0,1,0.377937626,0.437217695,0.466510791,0.348869831,1,74000,0,Good,0,0,1,0,1,0,0,0,0,0
105691.13,12424.63,304,126,283,0,0,0,0,2,3,0,0,0.635724107,0.681252779,0.617599028,0.700898303,0,64000,0,Good,0,0,1,0,0,1,0,0,0,0
87961.98,16467.15,236,97,206,0,0,0,0,0,0,0,0,0.597932038,0.598594098,0.607337063,0.597332473,1,79000,1,Bad,0,0,0,0,0,0,0,0,1,0
67423.11,10638.32,233,150,207,0,0,0,0,4,4,0,0,0.572727861,0.626661568,0.459228164,0.532018399,1,39000,0,Good,0,0,0,0,0,0,1,0,0,0
130798.98,16304.89,401,181,400,0,0,0,0,5,8,0,1,0.68797939,0.713087789,0.612163577,0.650627291,0,82000,1,Bad,0,0,1,0,0,0,0,0,1,0
101462.85,13250.3,179,117,164,0,0,0,0,0,2,0,0,0.355031471,0.336574822,0.3639626,0.352328832,1,86000,0,Good,0,0,0,1,0,0,0,0,0,0
84550.68,9119.12,303,147,237,1,0,0,0,2,6,0,0,0.696565945,0.717239198,0.670787218,0.635046124,0,71000,1,Bad,0,0,1,1,0,0,0,0,0,0
64583.23,11887.98,300,136,256,0,0,0,0,2,6,0,1,0.648804457,0.634653082,0.631864912,0.596487233,0,35000,1,Bad,0,0,1,0,0,0,0,1,0,0
96115.85,15778.95,251,125,217,0,0,0,0,0,0,0,0,0.305740422,0.331240847,0.437263591,0.308192699,0,70000,0,Good,0,0,0,0,0,1,0,0,0,0
136939.76,18377.77,188,126,183,0,0,0,0,5,7,0,0,0.482089385,0.329986836,0.582055261,0.521643887,0,69000,0,Good,0,0,0,0,0,0,0,0,1,0
73039.24,12127.48,191,107,154,0,0,0,0,2,1,1,0,0.403502124,0.508209969,0.473415434,0.380074993,0,62000,0,Good,0,0,0,0,0,0,1,0,0,0
88751.17,12413.8,358,210,319,0,0,0,0,3,5,0,1,0.668119068,0.74410925,0.68334968,0.61555363,1,72000,0,Good,0,0,1,0,1,0,0,0,0,0
124610.43,18233.64,318,130,291,0,0,0,0,2,3,1,0,0.589980297,0.588868441,0.59846085,0.490074487,1,51000,1,Bad,0,1,1,0,0,1,0,0,0,0
79831.71,9248.16,235,129,234,3,1,1,19154.91,4,7,1,1,0.732053576,0.637646963,0.631380234,0.490074487,0,68000,1,Bad,0,1,0,0,0,0,0,0,0,1
122946.47,16461.9,274,148,209,2,1,1,7170.78,2,6,0,0,0.641089931,0.675583979,0.545875944,0.490074487,0,87000,1,Bad,0,1,0,0,0,0,0,1,0,0
132639.41,16046.06,446,197,430,0,0,0,0,1,2,1,1,0.636916205,0.642952762,0.662146492,0.490074487,0,90000,0,Good,0,1,1,0,0,0,0,1,0,0
88859.04,12869.55,258,135,253,0,0,0,0,2,3,0,0,0.621931681,0.546172573,0.677910611,0.663557453,0,88000,0,Good,0,0,0,0,0,0,0,0,1,0
80410.5,10305.53,288,139,264,0,0,0,0,1,3,0,0,0.491533745,0.558840961,0.381078933,0.469993911,0,76000,0,Good,0,0,0,0,0,0,1,0,0,0
98335.96,12977.73,329,180,286,0,0,0,0,3,7,0,0,0.723603714,0.627941084,0.616193153,0.693297843,1,69000,0,Good,0,0,1,0,0,0,1,0,0,0
73363.64,11001.11,264,134,246,2,1,1,5508.28,1,1,0,0,0.663580212,0.660896845,0.605767837,0.648678132,0,51000,1,Bad,0,0,0,0,0,0,1,0,0,0
145265.54,99999,381,198,302,0,0,0,0,2,1,1,0,0.418859853,0.385609116,0.509552852,0.412988478,0,79000,0,Good,0,0,1,0,0,0,1,0,0,0
127095.22,17385.46,350,149,310,0,0,0,0,1,2,0,1,0.554459376,0.633362064,0.612224136,0.490074487,1,62000,1,Bad,0,1,1,0,0,0,0,0,1,0
121105.25,19524.53,366,182,329,0,0,0,0,3,4,0,0,0.567532982,0.493621443,0.426185579,0.60862732,0,116000,1,Bad,0,0,1,0,0,0,0,0,0,1
165006.91,99999,257,143,237,0,0,0,0,3,8,0,0,0.520920981,0.515165844,0.561003144,0.442279022,0,52000,1,Bad,0,0,0,0,0,1,0,0,0,0
70814.59,10176.51,264,120,225,0,0,0,0,0,0,0,0,0.456139218,0.509049512,0.430180366,0.492575562,0,98000,0,Good,0,0,0,0,0,0,0,0,0,1
99094.04,18211.69,257,111,255,0,0,0,0,0,1,0,1,0.577873189,0.509599162,0.491557679,0.632339189,1,54000,0,Good,0,0,0,0,0,0,0,1,0,0
131185.44,15238.16,236,85,219,0,0,0,0,2,2,0,0,0.573195994,0.68883789,0.53378803,0.509483108,0,74000,1,Bad,0,0,0,0,0,0,0,1,0,0
108335.42,19016.56,324,166,321,0,0,0,0,1,0,0,0,0.669257516,0.746973357,0.59545857,0.663286128,0,71000,1,Bad,0,0,1,0,0,0,0,1,0,0
103230.21,18840.58,331,172,314,0,0,0,0,4,9,0,0,0.577732733,0.597272798,0.565610407,0.61218853,0,85000,1,Bad,0,0,1,0,1,0,0,0,0,0
33086.17,7068.33,341,153,266,0,0,0,0,5,8,0,0,0.515591996,0.497381618,0.507185324,0.467354441,0,64000,0,Good,0,0,1,0,0,0,0,0,1,0
125852,16105.59,288,116,243,0,0,0,0,3,5,0,0,0.595144503,0.355178738,0.481550441,0.424327754,0,72000,0,Good,0,0,0,0,0,0,1,0,0,0
111330.67,16719.65,314,151,302,0,0,0,0,2,3,0,0,0.491386925,0.497738094,0.50920079,0.558745499,0,47000,1,Bad,0,0,1,0,0,1,0,0,0,0
77030.04,13907.8,289,147,286,1,0,0,0,0,1,0,0,0.379010932,0.446063428,0.362489395,0.500312495,0,111000,1,Bad,0,0,0,0,0,0,0,0,1,0
92499.87,13366.87,357,173,307,0,0,0,0,1,3,0,0,0.398623859,0.532784889,0.447063772,0.490074487,0,87000,0,Good,0,1,1,0,0,0,0,1,0,0
34917.41,3074.7,273,162,184,1,0,0,0,1,1,0,0,0.38457595,0.426175105,0.475541683,0.490074487,0,102000,1,Bad,0,1,0,1,0,0,0,0,0,0
99227.51,15252.03,392,186,346,0,0,0,0,0,0,0,0,0.690105899,0.708704056,0.73888175,0.60050965,1,83000,0,Good,0,0,1,1,0,0,0,0,0,0
52466.78,8559.44,255,132,227,0,0,0,0,1,0,0,0,0.696505584,0.6960116,0.448453275,0.608949114,1,106000,1,Bad,0,0,0,0,0,1,0,0,0,0
100619.72,16574.7,313,167,305,0,0,0,0,2,3,0,1,0.590340162,0.584567918,0.56769679,0.507257397,1,73000,1,Bad,0,0,1,0,0,0,0,1,0,0
83547.63,12263.64,246,112,239,0,0,0,0,3,3,0,0,0.680996042,0.584122067,0.67038062,0.737420515,0,83000,1,Bad,0,0,0,0,0,0,1,0,0,0
44789.04,9229.81,167,115,158,0,0,0,0,2,6,1,0,0.549872045,0.402638843,0.572459376,0.474266358,0,82000,1,Bad,0,0,0,0,0,0,0,1,0,0
83094.33,8612.27,333,199,301,0,0,0,0,2,1,0,0,0.626252858,0.695428485,0.715455045,0.573562226,0,69000,1,Bad,0,0,1,0,0,0,0,0,0,1
114469.95,17420.01,211,121,164,0,0,0,0,0,1,0,0,0.539362628,0.514444017,0.485746083,0.577742362,0,88000,1,Bad,0,0,0,0,0,0,0,0,0,1
157216.84,19566.15,200,99,174,0,0,0,0,0,3,0,0,0.448476508,0.345386687,0.519217677,0.468420849,0,57000,0,Good,0,0,0,1,0,0,0,0,0,0
117949.94,17334.02,269,157,262,0,0,0,0,4,11,0,0,0.578056446,0.626911279,0.578653296,0.57727201,0,81000,1,Bad,0,0,0,0,0,1,0,0,0,0
101565.72,18171.42,282,140,273,0,0,0,0,3,4,0,0,0.445008163,0.4967136,0.502337997,0.291979191,0,54000,1,Bad,0,0,0,0,0,0,0,0,0,1
64266.19,8465.98,423,178,364,0,0,0,0,4,8,0,0,0.521255761,0.46356505,0.489259279,0.63284248,0,72000,0,Good,0,0,1,0,0,0,0,1,0,0
87186.72,15330.8,236,159,234,0,0,0,0,0,1,0,1,0.557920985,0.457025371,0.361351286,0.440383606,0,80000,0,Good,0,0,0,0,0,0,0,1,0,0
73891.21,13399.29,280,153,269,0,0,0,0,0,2,0,0,0.503675532,0.527810045,0.494661685,0.544612491,0,78000,0,Good,0,0,0,0,0,0,0,0,0,1
100310.41,12345.7,299,152,295,0,0,0,0,2,3,0,0,0.558885954,0.486470839,0.579551239,0.575152345,0,69000,1,Bad,0,0,1,0,0,0,0,0,0,1
80501.36,13355.93,352,219,332,0,0,0,0,2,6,1,0,0.548849954,0.640484113,0.544457412,0.523093401,1,90000,1,Bad,0,0,1,0,1,0,0,0,0,0
54184.79,7718.94,312,180,298,0,0,0,0,3,6,0,0,0.566429881,0.5670702,0.486470798,0.466045099,1,36000,1,Bad,0,0,1,0,0,0,0,0,0,1
73271.17,10028.52,387,205,373,0,0,0,0,3,8,1,0,0.554508116,0.498499931,0.610885179,0.490074487,1,54000,0,Good,0,1,1,0,0,0,0,0,1,0
67655.62,12787.07,403,189,400,0,0,0,0,0,0,0,0,0.532460071,0.484885211,0.492037863,0.515692261,0,61000,0,Good,0,0,1,0,0,0,1,0,0,0
97015.2,13693.24,311,125,299,0,0,0,0,0,2,0,0,0.413930445,0.442248182,0.422199649,0.430486956,1,57000,0,Good,0,0,1,1,0,0,0,0,0,0
111385.55,18047.39,197,106,185,0,0,0,0,0,0,0,0,0.309805815,0.402990835,0.339495021,0.245168499,0,76000,0,Good,0,0,0,0,0,0,1,0,0,0
69893.42,12465.35,272,144,260,0,0,0,0,0,2,1,0,0.621050561,0.564436707,0.706905083,0.635708381,0,87000,0,Good,0,0,0,0,1,0,0,0,0,0
107382.6,14620.52,181,113,146,0,0,0,0,4,5,0,0,0.573754951,0.585919905,0.612575821,0.638864525,0,87000,1,Bad,0,0,0,0,0,0,1,0,0,0
60294.25,11313.34,258,143,198,0,0,0,0,2,5,0,1,0.517415573,0.410174876,0.628045534,0.53202831,0,77000,1,Bad,0,0,0,0,0,1,0,0,0,0
17213.76,6813.8,357,202,307,0,0,0,0,4,6,0,0,0.382094958,0.331215933,0.261831707,0.532460122,0,59000,1,Bad,0,0,1,0,0,1,0,0,0,0
84021.2,10532,270,163,245,0,0,0,0,7,12,1,1,0.612887493,0.486916893,0.665607209,0.633825992,0,90000,1,Bad,0,0,0,0,0,0,0,1,0,0
129809.29,18012.05,284,179,266,0,0,0,0,0,3,0,1,0.572866123,0.609860525,0.683626237,0.593841035,0,53000,1,Bad,0,0,0,0,0,0,1,0,0,0
150553.25,99999,279,157,248,0,0,0,0,1,1,0,1,0.387873107,0.386515411,0.498864721,0.302839452,0,87000,1,Bad,0,0,0,0,0,0,1,0,0,0
56791.27,10700.03,294,181,276,0,0,0,0,3,6,1,1,0.563584067,0.482866295,0.460603762,0.556215168,0,70000,0,Good,0,0,0,0,0,0,1,0,0,0
109256.77,14818.41,342,187,316,0,0,0,0,4,5,0,0,0.575621168,0.49767045,0.659171145,0.507942057,1,82000,0,Good,0,0,1,0,0,0,0,1,0,0
101060.43,12643.2,287,150,262,2,1,1,7554.79,0,2,0,1,0.473087952,0.573540092,0.428011329,0.388978284,0,72000,1,Bad,0,0,0,0,1,0,0,0,0,0
55693.47,12032.42,297,170,195,0,0,0,0,1,4,1,1,0.586648902,0.626996811,0.651918804,0.568308559,0,86000,1,Bad,0,0,0,0,0,0,0,0,1,0
73403.54,8454,304,159,245,0,0,0,0,0,4,0,0,0.672125535,0.619841187,0.539097451,0.737299531,1,73000,1,Bad,0,0,1,0,0,0,0,0,0,1
83539.72,11067.34,315,154,280,2,0,1,11167.54,4,9,0,1,0.441579536,0.679277638,0.493519894,0.379886951,0,77000,1,Bad,0,0,1,0,0,0,0,0,1,0
76435.45,10481.15,156,101,143,0,0,0,0,3,7,0,0,0.645520911,0.586255131,0.550814611,0.645274668,0,64000,1,Bad,0,0,0,1,0,0,0,0,0,0
105814.42,13386.53,320,142,284,0,0,0,0,1,1,0,1,0.500646636,0.463800607,0.441647715,0.493575922,0,81000,0,Good,0,0,1,0,0,0,1,0,0,0
94668.98,16424.25,225,86,216,0,0,0,0,3,7,1,0,0.764277001,0.669827836,0.783916485,0.490074487,0,75000,1,Bad,0,1,0,1,0,0,0,0,0,0
114624.1,17745.19,125,93,107,0,0,0,0,0,0,0,0,0.533298393,0.497670305,0.386213998,0.535030571,1,47000,1,Bad,0,0,0,0,0,1,0,0,0,0
85481.7,9782.64,356,149,276,0,0,0,0,3,5,0,0,0.669714031,0.701197793,0.692893182,0.546629142,0,72000,1,Bad,0,0,1,0,0,0,0,0,1,0
102385.89,12667.22,318,186,313,0,0,0,0,0,1,0,0,0.602664535,0.545775342,0.447477388,0.572290844,0,103000,0,Good,0,0,1,0,1,0,0,0,0,0
90821.43,10598.77,234,156,203,0,0,0,0,2,5,0,0,0.673152955,0.715000914,0.678547657,0.616102625,0,92000,1,Bad,0,0,0,0,0,1,0,0,0,0
102454.38,14114.81,251,119,220,0,0,0,0,3,5,1,0,0.653572359,0.589808867,0.568756277,0.490074487,0,102000,1,Bad,0,1,0,0,1,0,0,0,0,0
102043.97,12531.49,380,191,372,2,1,1,5407.27,5,9,0,0,0.789046634,0.666630598,0.741765342,0.490074487,0,109000,1,Bad,0,1,1,1,0,0,0,0,0,0
123178.51,17242.51,181,75,180,0,0,0,0,3,7,0,0,0.476760815,0.405182852,0.393261238,0.565493201,0,94000,1,Bad,0,0,0,0,0,0,0,0,1,0
91060.01,16088.13,195,139,194,1,0,0,0,4,8,0,0,0.548354027,0.628096034,0.402047318,0.565547254,0,64000,1,Bad,0,0,0,1,0,0,0,0,0,0
101711.44,10846.76,148,112,126,2,1,1,9350.15,1,5,0,0,0.630508582,0.606410301,0.588438795,0.591186901,0,87000,1,Bad,0,0,0,0,0,0,0,0,0,1
75909.15,9564.57,261,161,251,0,0,0,0,6,8,0,0,0.419091114,0.414516784,0.47271218,0.258834102,0,74000,0,Good,0,0,0,1,0,0,0,0,0,0
78403.32,12557.99,283,129,272,0,0,0,0,4,5,0,0,0.526274485,0.470524045,0.486565755,0.551319481,0,88000,0,Good,0,0,0,0,1,0,0,0,0,0
106523.25,16480.87,234,151,227,3,1,1,16849.76,2,6,0,0,0.397718472,0.316938738,0.426547325,0.390086689,0,75000,1,Bad,0,0,0,0,0,0,1,0,0,0
104560.79,12834.37,334,212,328,0,0,0,0,0,3,0,0,0.566138959,0.593095641,0.539803076,0.544062289,1,54000,0,Good,0,0,1,0,0,0,1,0,0,0
88169.97,14145.33,282,156,273,0,0,0,0,0,0,0,0,0.368315689,0.3555763,0.421185463,0.33591041,0,84000,0,Good,0,0,0,0,0,0,0,0,0,1
53218.21,9179.63,366,191,321,0,0,0,0,2,4,0,0,0.513617517,0.500677425,0.500097257,0.490074487,0,56000,0,Good,0,1,1,0,0,0,0,1,0,0
88254.15,11375.56,308,157,245,0,0,0,0,8,14,0,0,0.439997915,0.480696296,0.492343365,0.409616905,0,99000,0,Good,0,0,1,0,1,0,0,0,0,0
81531.42,11727.67,311,180,273,0,0,0,0,2,2,0,0,0.629869744,0.706706342,0.639478394,0.490074487,1,79000,0,Good,0,1,1,0,0,0,0,0,0,1
164242.48,99999,249,112,232,0,0,0,0,1,0,1,1,0.522251296,0.691862619,0.435363821,0.457086584,0,74000,1,Bad,0,0,0,0,0,1,0,0,0,0
106928.94,17423.42,290,164,283,0,0,0,0,0,2,0,0,0.448623595,0.550052364,0.444808766,0.408860115,0,89000,0,Good,0,0,0,0,0,0,0,0,0,1
83910.36,11842.16,270,132,257,0,0,0,0,0,0,0,0,0.58954784,0.658819056,0.523438005,0.583248673,0,73000,1,Bad,0,0,0,0,1,0,0,0,0,0
