tot_credit_debt,avg_card_debt,credit_age,credit_good_age,card_age,non_mtg_acc_past_due_12_months_num,non_mtg_acc_past_due_6_months_num,mortgages_past_due_6_months_num,credit_past_due_amount,inq_12_month_num,card_inq_24_month_num,card_open_36_month_num,auto_open_36_month_num,uti_card,uti_50plus_pct,uti_max_credit_line,uti_card_50plus_pct,ind_acc_XYZ,rep_income,Default_ind,isNaN_rep_income,isNaN_uti_card_50plus_pct,isOld,State_AL,State_FL,State_GA,State_LA,State_MS,State_NC,State_SC
57665.38,10878.15,308.0,132.0,260.0,0.0,0.0,0.0,0.0,6.0,9.0,0.0,0.0,0.4965703417068298,0.4935672973086078,0.5867512237988742,0.608437745621715,0.0,55000.0,1,0,0,1,0,0,0,1,0,0,0
101561.77,16343.62,209.0,123.0,156.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.5654487834349875,0.4639697973289488,0.4743532590501303,0.4604541480820362,0.0,69000.0,0,0,0,0,1,0,0,0,0,0,0
102458.83,16778.74,244.0,171.0,196.0,2.0,0.0,1.0,13433.51,4.0,4.0,0.0,0.0,0.6512937069842423,0.6653309698322962,0.6101663331471147,0.4900744867891026,1.0,51000.0,1,0,1,0,0,0,1,0,0,0,0
105028.5,15755.11,358.0,169.0,348.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.4040646343805781,0.5877620810704429,0.3895791713502033,0.4005975403618187,0.0,80000.0,0,0,0,1,0,0,0,0,1,0,0
147800.78,19309.85,287.0,140.0,248.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.6057968729813629,0.5964919154587442,0.5468347193787746,0.5860055322206439,0.0,116000.0,0,0,0,0,1,0,0,0,0,0,0
100086.75,13019.75,265.0,111.0,250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3726936756749381,0.4438352533603838,0.3020365313753086,0.2543638327993905,0.0,119000.0,0,0,0,0,0,0,1,0,0,0,0
81984.07,13439.5,295.0,141.0,281.0,3.0,1.0,1.0,16401.46,3.0,4.0,0.0,0.0,0.2965030503152248,0.3258899216348733,0.2729491881887539,0.3001009708283189,0.0,65000.0,1,0,0,0,0,0,0,0,0,0,1
95349.87,12612.94,168.0,99.0,158.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.3884250982695479,0.3085869546593386,0.5315236822944809,0.4142780639300404,1.0,75000.0,0,1,0,0,1,0,0,0,0,0,0
42128.54,7897.07,220.0,141.0,195.0,1.0,0.0,0.0,0.0,2.0,5.0,0.0,0.0,0.5890293224483117,0.4679684038659515,0.6564982040760202,0.5434772347462277,0.0,65000.0,1,0,0,0,0,0,0,0,1,0,0
102813.57,16482.64,346.0,201.0,275.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3259608504256391,0.1375900325239099,0.4507707291033069,0.3590548979982073,0.0,72000.0,0,0,0,1,0,0,1,0,0,0,0
84141.63,18065.77,266.0,145.0,231.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.4670813684003132,0.4573882576089816,0.5784652242745632,0.4200290978214003,0.0,84000.0,0,0,0,0,0,1,0,0,0,0,0
128316.08,99999.0,447.0,218.0,422.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.5680966000715152,0.6280735691501586,0.4855177688969763,0.5430377134979726,0.0,86000.0,1,0,0,1,1,0,0,0,0,0,0
76092.81,12431.6,249.0,133.0,195.0,2.0,1.0,1.0,5202.19,3.0,4.0,0.0,0.0,0.4378191292581906,0.4247084819652382,0.407025491601829,0.4927183501090815,0.0,75000.0,1,1,0,0,1,0,0,0,0,0,0
94508.54,12385.62,260.0,130.0,248.0,0.0,0.0,0.0,0.0,4.0,5.0,0.0,0.0,0.5247988766382335,0.4370712254922855,0.4592472932837129,0.5518259304340325,0.0,78000.0,0,0,0,0,1,0,0,0,0,0,0
59301.13,4912.59,223.0,93.0,185.0,0.0,0.0,0.0,0.0,2.0,6.0,0.0,0.0,0.8168056527156371,0.8365035793389407,0.7512791863477339,0.7755861616742519,0.0,75000.0,1,1,0,0,0,0,0,0,1,0,0
68457.48,10861.93,280.0,158.0,215.0,2.0,1.0,1.0,7857.58,5.0,9.0,0.0,0.0,0.4886961207668423,0.600972903971152,0.5279978111699135,0.4518021887630798,0.0,68000.0,1,0,0,0,0,0,1,0,0,0,0
102685.95,15098.93,93.0,36.0,79.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,0.6978589234922865,0.6095184157435631,0.4709686263726577,0.6166230502020442,1.0,90000.0,1,0,0,0,0,0,0,0,0,1,0
51137.6,7480.73,166.0,84.0,144.0,0.0,0.0,0.0,0.0,3.0,6.0,0.0,0.0,0.4047850226028448,0.4575073685795454,0.4591959879205117,0.4090831059346088,0.0,62000.0,1,0,0,0,0,0,0,1,0,0,0
70089.5,13245.09,241.0,99.0,239.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.585703121700068,0.5937114045884607,0.7508486864440023,0.6297073336024369,1.0,103000.0,1,0,0,0,0,1,0,0,0,0,0
88015.49,12898.15,261.0,138.0,178.0,2.0,1.0,1.0,10627.45,1.0,4.0,0.0,0.0,0.3454263324759168,0.4049602777174708,0.4792981069590899,0.4900744867891026,0.0,83000.0,1,0,1,0,1,0,0,0,0,0,0
155101.22,99999.0,335.0,167.0,302.0,0.0,0.0,0.0,0.0,3.0,6.0,0.0,0.0,0.4581762136453812,0.6388447292198005,0.3971158166550332,0.4392133575976073,1.0,51000.0,1,0,0,1,0,0,0,1,0,0,0
106603.62,15888.04,295.0,148.0,284.0,1.0,0.0,0.0,0.0,3.0,4.0,0.0,0.0,0.4232632829687713,0.4938208943290686,0.4414395390714403,0.3278244015016759,0.0,110000.0,0,0,0,0,0,0,0,0,0,1,0
94562.23,13816.22,265.0,136.0,248.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.520975687025155,0.7795785080053693,0.6180879345325843,0.4819378861155728,0.0,61000.0,0,0,0,0,1,0,0,0,0,0,0
98182.79,19007.73,296.0,148.0,234.0,0.0,0.0,0.0,0.0,3.0,7.0,0.0,0.0,0.7038375997483931,0.8177031317456487,0.6803569172408427,0.7125185821469463,0.0,59000.0,1,0,0,0,0,1,0,0,0,0,0
105185.88,16862.76,364.0,179.0,333.0,0.0,0.0,0.0,0.0,4.0,5.0,0.0,0.0,0.6076459655231528,0.5892648934185792,0.6008591663364584,0.559507875120564,1.0,77000.0,1,0,0,1,0,0,0,0,0,1,0
64905.15,8858.35,269.0,109.0,217.0,2.0,1.0,1.0,7573.86,1.0,3.0,1.0,0.0,0.7616177745134419,0.7081749010638592,0.7789784508701592,0.7223500393980118,1.0,83000.0,1,0,0,0,1,0,0,0,0,0,0
131509.67,13135.99,296.0,153.0,264.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.5267456411208344,0.5761155302953263,0.4488199159928786,0.456464961204143,0.0,59000.0,0,0,0,0,0,1,0,0,0,0,0
70577.2,15838.97,329.0,177.0,298.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,0.3504303714277004,0.500626137441,0.5375546246946015,0.3047842788100018,0.0,80000.0,0,0,0,1,0,0,1,0,0,0,0
65000.42,6792.52,311.0,164.0,288.0,0.0,0.0,0.0,0.0,3.0,6.0,0.0,0.0,0.6708324819781812,0.5822339109817911,0.7348217741194946,0.6633361688737811,0.0,75000.0,1,0,0,1,0,0,1,0,0,0,0
138635.1,99999.0,393.0,181.0,360.0,0.0,0.0,0.0,0.0,3.0,5.0,0.0,0.0,0.3847906151732499,0.2796805222677515,0.3484843867189596,0.4063349224207439,0.0,60000.0,1,0,0,1,0,0,0,1,0,0,0
114292.45,16097.89,257.0,157.0,222.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,0.4813903215436534,0.5169169627315371,0.3404047126673355,0.5127022066343939,0.0,75000.0,0,0,0,0,0,0,1,0,0,0,0
113830.83,15933.35,292.0,139.0,290.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5665942888381679,0.3961397515823956,0.5040422264535455,0.4900744867891026,0.0,68000.0,0,0,1,0,0,0,1,0,0,0,0
74907.28,12847.32,244.0,104.0,209.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.6716559894000326,0.5613941912425892,0.6897624366109523,0.598898944748193,0.0,87000.0,1,0,0,0,0,0,0,0,0,1,0
96345.53,8862.03,380.0,169.0,370.0,0.0,0.0,0.0,0.0,6.0,8.0,0.0,0.0,0.5920591358501658,0.4943080535493594,0.5379024176374765,0.6122331661714978,0.0,57000.0,0,0,0,1,0,1,0,0,0,0,0
93922.03,13932.01,401.0,203.0,341.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.600956277874363,0.577398797013543,0.6751489806123441,0.5721833939701363,0.0,77000.0,0,0,0,1,1,0,0,0,0,0,0
69541.55,9756.75,360.0,174.0,309.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.5247566220801166,0.5828702247060575,0.4714173457046487,0.4900744867891026,0.0,78000.0,1,0,1,1,0,0,0,0,1,0,0
126413.35,13827.86,291.0,127.0,262.0,0.0,0.0,0.0,0.0,4.0,5.0,0.0,0.0,0.4963588076281841,0.4074804464949513,0.6025546552620781,0.3938116846505417,0.0,36000.0,0,0,0,0,1,0,0,0,0,0,0
79583.25,8612.08,398.0,232.0,337.0,0.0,0.0,0.0,0.0,5.0,9.0,0.0,1.0,0.5619204203139446,0.5335174658072332,0.51961324966413,0.5614152431324327,0.0,75000.0,1,1,0,1,0,0,1,0,0,0,0
45343.94,9677.69,254.0,141.0,235.0,0.0,0.0,0.0,0.0,3.0,4.0,0.0,0.0,0.4715326423645672,0.5915307519428793,0.5215075570176354,0.4900744867891026,0.0,45000.0,0,0,1,0,1,0,0,0,0,0,0
96673.11,7807.38,215.0,107.0,181.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.4671358495444038,0.5046240279162436,0.5164571202770184,0.5521054109431548,0.0,71000.0,1,0,0,0,0,0,0,0,1,0,0
64949.38,9704.04,304.0,132.0,296.0,0.0,0.0,0.0,0.0,3.0,6.0,0.0,0.0,0.4512415838709067,0.4671830093810895,0.4960013157014049,0.5521317326286823,0.0,83000.0,1,0,0,1,1,0,0,0,0,0,0
68489.39,9409.52,256.0,124.0,233.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4297896310872951,0.3893040656945863,0.3843972284561579,0.3985609577221092,0.0,62000.0,1,0,0,0,0,0,0,0,0,0,1
112515.92,16690.62,303.0,138.0,289.0,2.0,1.0,1.0,15198.33,0.0,0.0,0.0,1.0,0.6497544651429239,0.5129052083312511,0.4881128260506843,0.7424222424235379,0.0,79000.0,1,0,0,1,0,0,0,0,1,0,0
106950.7,11396.84,322.0,170.0,314.0,2.0,1.0,1.0,6662.93,0.0,0.0,0.0,1.0,0.5643431173155377,0.6765888331632913,0.5272988258193197,0.5923000438282546,1.0,62000.0,1,0,0,1,0,0,0,1,0,0,0
58043.16,7483.19,215.0,152.0,198.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,0.5884962389522852,0.5835283015669483,0.593345579856832,0.4900744867891026,0.0,95000.0,0,0,1,0,1,0,0,0,0,0,0
137612.62,18824.71,394.0,192.0,351.0,0.0,0.0,0.0,0.0,2.0,5.0,0.0,0.0,0.4425469808582605,0.4969432157438129,0.4679836699135418,0.5242402101534678,0.0,61000.0,1,0,0,1,1,0,0,0,0,0,0
115704.65,18576.64,229.0,134.0,184.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5738865745086663,0.4252619820458085,0.5888763173726107,0.5913466604598652,0.0,83000.0,0,0,0,0,1,0,0,0,0,0,0
84105.1,6124.15,307.0,155.0,301.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3718040212333508,0.3579773490027612,0.3982477738659093,0.3006820313490466,1.0,80000.0,0,0,0,1,0,0,0,0,0,0,1
87556.51,15421.87,251.0,117.0,216.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.524181327852162,0.5574438504488246,0.4920319231598326,0.4138109091659449,0.0,71000.0,1,0,0,0,0,0,0,0,0,1,0
147537.05,17111.19,218.0,79.0,204.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.3521346872036625,0.4373720653290096,0.309766470224854,0.2899351133158296,0.0,99000.0,0,0,0,0,0,0,1,0,0,0,0
62237.14,10070.05,236.0,121.0,235.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.6418649207466197,0.5513636327133925,0.7221764821527189,0.5259288150342012,0.0,39000.0,0,0,0,0,0,0,0,0,0,1,0
91466.94,11809.08,264.0,135.0,215.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,0.5131328613424443,0.5771957325394732,0.4437734114559156,0.4900744867891026,0.0,69000.0,0,0,1,0,0,0,0,0,0,1,0
112127.64,10979.88,286.0,155.0,250.0,0.0,0.0,0.0,0.0,1.0,4.0,1.0,0.0,0.340963543534955,0.4651458161610976,0.4236140973423279,0.3958944977195618,0.0,75000.0,0,0,0,0,0,0,1,0,0,0,0
58076.22,12336.76,263.0,130.0,238.0,0.0,0.0,0.0,0.0,4.0,8.0,0.0,0.0,0.542631044222497,0.6238531410418038,0.6015232696594616,0.5050391896435903,1.0,69000.0,0,0,0,0,0,0,0,0,1,0,0
96428.94,11887.96,218.0,88.0,193.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.4061562888850931,0.4839408401625522,0.3799275154256016,0.3765051961886126,0.0,80000.0,0,0,0,0,0,0,0,1,0,0,0
95158.85,13331.16,329.0,184.0,306.0,2.0,1.0,1.0,11503.46,3.0,4.0,0.0,0.0,0.6114189923427465,0.5871550990201413,0.5495610233820447,0.6037663785596524,0.0,123000.0,1,0,0,1,0,0,0,0,1,0,0
104420.18,14932.45,334.0,148.0,318.0,2.0,1.0,1.0,7568.22,3.0,6.0,0.0,1.0,0.3308487528616251,0.4261315400258139,0.3626223795725787,0.3077557605817038,0.0,65000.0,1,0,0,1,0,0,0,1,0,0,0
117483.25,16146.35,311.0,155.0,247.0,0.0,0.0,0.0,0.0,4.0,9.0,0.0,0.0,0.5532129634146395,0.4997676036912852,0.5378094791225507,0.6299731394708986,1.0,75000.0,0,0,0,1,0,0,0,0,0,1,0
59651.91,11446.26,251.0,150.0,214.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.4112202433123369,0.4080062445489057,0.4397636724445417,0.4740424308367705,0.0,90000.0,0,0,0,0,0,0,0,0,0,1,0
136755.6,16090.58,371.0,187.0,352.0,0.0,0.0,0.0,0.0,6.0,8.0,0.0,0.0,0.5869719457314024,0.6342402067929717,0.702560871775196,0.4724238701715463,1.0,86000.0,1,0,0,1,0,1,0,0,0,0,0
68683.77,10847.95,301.0,128.0,290.0,3.0,1.0,1.0,12793.19,2.0,2.0,0.0,0.0,0.3115707209059707,0.4810595765882598,0.3643654368469785,0.2515640696867935,0.0,79000.0,1,0,0,1,0,0,0,0,0,1,0
139764.0,18613.22,256.0,140.0,234.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5563428873247414,0.5207484010952219,0.4142625282807641,0.4604073616460933,0.0,76000.0,1,0,0,0,0,0,0,0,0,0,1
174386.26,99999.0,186.0,99.0,166.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.578014928248587,0.5758953984358399,0.6132465768953933,0.6393732922695798,1.0,76000.0,1,0,0,0,0,1,0,0,0,0,0
31719.97,6372.85,271.0,136.0,247.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.5019477309058149,0.5271093198409393,0.4863493480032719,0.4900744867891026,1.0,60000.0,1,0,1,0,0,0,0,0,0,0,1
99054.53,14622.94,365.0,213.0,361.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.4890263297162422,0.4496881984734254,0.5419831785156843,0.4292649832243077,0.0,48000.0,0,0,0,1,0,0,0,0,1,0,0
31342.79,5951.56,236.0,100.0,231.0,0.0,0.0,0.0,0.0,3.0,7.0,0.0,1.0,0.3122556927815478,0.163960104975344,0.2892902529475586,0.2842727362575206,0.0,66000.0,1,0,0,0,0,0,0,0,0,0,1
47899.68,5557.07,239.0,100.0,231.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.3938509855960758,0.4014046193396203,0.4307355753773828,0.5062294573823232,0.0,75000.0,1,1,0,0,0,0,0,0,0,0,1
57454.0,7822.2,286.0,165.0,266.0,0.0,0.0,0.0,0.0,5.0,10.0,1.0,0.0,0.4032967169934432,0.4027236107845724,0.421523086576904,0.347268108457421,0.0,66000.0,1,0,0,0,0,1,0,0,0,0,0
61622.73,11326.63,176.0,107.0,159.0,2.0,1.0,1.0,9805.92,0.0,0.0,1.0,1.0,0.5528221528916039,0.4676139751082458,0.5387881168509256,0.5513234930870802,0.0,79000.0,1,0,0,0,0,0,0,1,0,0,0
43814.24,8502.23,225.0,90.0,198.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.4946680162870954,0.42803828669719,0.5295920020152995,0.58552730955389,0.0,65000.0,1,0,0,0,0,0,0,0,0,1,0
76572.01,10275.09,240.0,125.0,235.0,0.0,0.0,0.0,0.0,5.0,10.0,0.0,0.0,0.5946010233906478,0.5235669039772712,0.6419396087240937,0.5671884203533974,0.0,89000.0,1,0,0,0,0,0,1,0,0,0,0
65789.44,14255.09,327.0,167.0,245.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5555409942048458,0.5624389839655457,0.6254340497497108,0.5181269998567003,0.0,81000.0,0,0,0,1,0,0,0,0,0,1,0
100344.84,12564.13,247.0,134.0,197.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5731712182982952,0.639313973042915,0.5748437594365703,0.4900744867891026,0.0,75000.0,0,1,1,0,0,0,0,0,0,0,1
87239.22,15118.19,304.0,140.0,283.0,2.0,1.0,1.0,5689.23,3.0,4.0,0.0,0.0,0.3262145117728077,0.3713583177891348,0.4028810544137854,0.2246389329352996,0.0,47000.0,1,0,0,1,0,0,0,0,0,1,0
52571.67,5903.65,315.0,164.0,310.0,0.0,0.0,0.0,0.0,1.0,6.0,0.0,0.0,0.613540536978197,0.5406542453828495,0.6504293712125552,0.6163548570745658,0.0,60000.0,1,0,0,1,0,1,0,0,0,0,0
72871.83,8883.42,287.0,181.0,235.0,1.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.5030745842790941,0.436971185873196,0.581398631262083,0.4952521054368524,0.0,82000.0,0,0,0,0,0,1,0,0,0,0,0
51651.37,9047.68,220.0,88.0,194.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4238098202448804,0.4133173401821749,0.5190134802800243,0.4300523429360042,1.0,89000.0,0,0,0,0,0,1,0,0,0,0,0
39254.16,4753.41,211.0,91.0,211.0,0.0,0.0,0.0,0.0,5.0,8.0,0.0,0.0,0.3621129313880692,0.3923214731010657,0.4136365293082337,0.3278643474511802,0.0,66000.0,1,0,0,0,0,0,1,0,0,0,0
88970.58,12890.77,275.0,156.0,267.0,2.0,1.0,1.0,12401.35,1.0,3.0,0.0,0.0,0.553442186576593,0.4563017702406379,0.5914882047006235,0.6817413361715171,1.0,111000.0,1,0,0,0,0,0,0,0,0,1,0
95505.37,13855.36,288.0,141.0,240.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,0.4708608279897193,0.4738462343392253,0.4704000709202152,0.4441113571862282,0.0,92000.0,0,0,0,0,0,0,1,0,0,0,0
113083.76,14949.36,350.0,191.0,251.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5078090014222758,0.5998081964227887,0.5654183400863172,0.4883705147071763,0.0,50000.0,0,0,0,1,0,0,0,0,0,0,1
123529.41,14915.2,275.0,123.0,242.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4733498585997773,0.475746139872679,0.4434858374452544,0.3626965387599323,1.0,72000.0,0,0,0,0,0,0,1,0,0,0,0
87012.94,9324.95,296.0,151.0,247.0,0.0,0.0,0.0,0.0,4.0,3.0,1.0,0.0,0.4499091745724798,0.3436694272709659,0.3294318202121374,0.4121389546140133,0.0,81000.0,0,0,0,0,0,0,0,0,0,0,1
110134.61,12653.95,291.0,153.0,240.0,0.0,0.0,0.0,0.0,3.0,5.0,0.0,0.0,0.6328362731129884,0.6163475123757346,0.5172278088133498,0.6092487268016215,1.0,58000.0,0,0,0,0,0,1,0,0,0,0,0
72350.92,13129.62,293.0,164.0,233.0,1.0,0.0,0.0,0.0,2.0,6.0,0.0,0.0,0.241185824234822,0.2905200983548253,0.4262914467686809,0.2064155291787199,0.0,48000.0,0,0,0,0,1,0,0,0,0,0,0
92214.51,13006.7,100.0,76.0,96.0,0.0,0.0,0.0,0.0,4.0,10.0,0.0,0.0,0.4945067730925795,0.6191787761419505,0.6079136960863316,0.5582219432247438,1.0,68000.0,0,0,0,0,1,0,0,0,0,0,0
95099.52,9356.04,331.0,138.0,270.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.4588600347646073,0.5923306611077008,0.4702616545744497,0.4071562172716019,0.0,59000.0,0,0,0,1,0,0,0,0,0,0,1
129113.23,16584.69,267.0,160.0,263.0,0.0,0.0,0.0,0.0,6.0,11.0,0.0,0.0,0.5896535192587459,0.560894860710874,0.4370733217453049,0.6154714023355203,1.0,83000.0,0,0,0,0,0,0,0,0,0,1,0
110599.88,12934.55,390.0,160.0,329.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4518468856273581,0.3395741297095944,0.3911031936650325,0.4659285025430225,0.0,85000.0,0,0,0,1,0,1,0,0,0,0,0
88694.89,13896.02,330.0,149.0,294.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.5131716935007736,0.5650925914435838,0.5756164709836162,0.5672603212018197,1.0,77000.0,0,0,0,1,0,0,0,0,0,1,0
75957.73,15343.97,310.0,184.0,226.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.5563115219760337,0.5020655380193395,0.6871187738906263,0.5270651891757024,1.0,61000.0,0,0,0,1,0,0,0,0,1,0,0
108876.9,11699.56,260.0,138.0,245.0,0.0,0.0,0.0,0.0,4.0,8.0,0.0,0.0,0.7172190439936919,0.637612091980502,0.6332389734810162,0.7652487477128934,0.0,112000.0,1,0,0,0,0,0,0,0,0,0,1
95361.12,17366.03,347.0,136.0,303.0,0.0,0.0,0.0,0.0,3.0,7.0,0.0,0.0,0.6858621713621037,0.5727052028569402,0.605720845118129,0.6059124492466142,0.0,64000.0,1,0,0,1,0,0,1,0,0,0,0
88406.89,12301.34,182.0,98.0,166.0,0.0,0.0,0.0,0.0,2.0,3.0,1.0,0.0,0.3995076046157587,0.4337571619587974,0.4462453418922296,0.3245031703966739,0.0,49000.0,0,0,0,0,0,0,0,0,0,1,0
62090.65,5179.09,389.0,184.0,358.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,0.7397505331072384,0.6966166548434398,0.5785773872273962,0.6922078578029903,1.0,82000.0,1,0,0,1,0,0,0,0,1,0,0
111676.96,15808.8,314.0,132.0,276.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.5479015696072514,0.6036597124736901,0.5293304141984341,0.448304461876932,0.0,75000.0,0,1,0,1,0,0,0,0,1,0,0
56865.9,7552.33,164.0,79.0,143.0,1.0,1.0,0.0,0.0,2.0,4.0,0.0,0.0,0.4627739741599883,0.5002663931832706,0.4425538396455952,0.4270477149027298,0.0,72000.0,1,0,0,0,0,0,1,0,0,0,0
106791.1,15218.46,214.0,100.0,214.0,0.0,0.0,0.0,0.0,3.0,3.0,1.0,0.0,0.7390794800883869,0.660923124391316,0.5383035747037879,0.7192934407620044,0.0,82000.0,1,0,0,0,1,0,0,0,0,0,0
115190.78,17277.23,283.0,174.0,278.0,0.0,0.0,0.0,0.0,3.0,5.0,1.0,0.0,0.4717656707427913,0.5895231580087834,0.3272541043257611,0.407403242280609,0.0,44000.0,0,0,0,0,0,1,0,0,0,0,0
115034.29,14595.89,265.0,113.0,225.0,0.0,0.0,0.0,0.0,3.0,7.0,1.0,0.0,0.3445951847784827,0.3981065024651207,0.4977194296910751,0.3727131959309131,0.0,88000.0,0,0,0,0,0,0,0,1,0,0,0
