tot_credit_debt,avg_card_debt,credit_age,credit_good_age,card_age,non_mtg_acc_past_due_12_months_num,non_mtg_acc_past_due_6_months_num,mortgages_past_due_6_months_num,credit_past_due_amount,inq_12_month_num,card_inq_24_month_num,card_open_36_month_num,auto_open_ 36_month_num,uti_card,uti_50plus_pct,uti_max_credit_line,uti_card_50plus_pct,ind_acc_XYZ,rep_income,States,Default_ind,goodbad
46895.09,7914.82,288,126,270,0,0,0,0,0,0,0,0,0.420170994,0.451013921,0.532957886,0.404811595,0,71000,SC,0,Good
92654.65,11787.95,292,152,276,0,0,0,0,0,2,0,0,0.512512078,0.46644572,0.489525856,0.547257507,0,70000,NC,0,Good
91158.23,14561.22,221,131,200,0,0,0,0,1,3,1,0,0.538723164,0.387488238,0.498883833,0.472704366,0,85000,MS,0,Good
105296.1,14012.93,186,101,182,0,0,0,0,1,3,0,0,0.357187769,0.377449039,0.365730567,,0,71000,LA,0,Good
103615.95,12361.06,310,164,282,0,0,0,0,3,4,0,0,0.555829329,0.538800069,0.548698575,0.53576582,1,60000,AL,0,Good
98563.51,14855.41,304,140,304,1,0,0,0,3,8,0,0,0.516552654,0.430180061,0.451532782,,1,74000,GA,0,Good
136550.87,19409.07,285,165,250,0,0,0,0,0,3,0,0,0.507654759,0.563500125,0.580480199,0.514084913,0,83000,FL,0,Good
86961.27,12168.8,331,147,261,0,0,0,0,1,0,0,0,0.447509031,0.497834281,0.486374346,0.50893595,1,87000,AL,0,Good
59213.62,10139.34,321,158,298,0,0,0,0,0,0,0,0,0.643115567,0.560809972,0.52561405,0.662979643,0,79000,FL,0,Good
112476.2,14696.4,250,139,228,0,0,0,0,2,3,0,0,0.621024812,0.650900337,0.516379909,0.595160471,1,30000,AL,0,Good
98345.82,10740.89,298,173,265,2,0,1,9264.05,0,0,0,0,0.675432273,0.596017008,0.593288655,0.680553304,1,87000,GA,1,Bad
81509.37,11280.96,301,171,224,0,0,0,0,3,6,0,0,0.736289927,0.733029769,0.588791433,0.776196393,1,,SC,0,Good
90494.93,15376.53,321,148,317,0,0,0,0,3,6,0,0,0.611243422,0.679311718,0.581888944,0.584366415,0,64000,GA,0,Good
121732.78,16255.24,331,178,317,0,0,0,0,2,5,0,0,0.434645721,0.477077544,0.57823141,0.405384144,1,90000,LA,0,Good
97603.18,15314.72,353,170,340,0,0,0,0,3,5,0,0,0.464022496,0.443635819,0.49110108,0.434538027,1,83000,NC,0,Good
85298.87,14330.85,284,136,267,0,0,0,0,1,3,0,0,0.455757647,0.625024504,0.408696324,0.428479,1,,AL,0,Good
43762.6,8989.75,204,116,204,0,0,0,0,2,3,0,1,0.503119574,0.431955423,0.456725228,0.584132445,0,83000,FL,0,Good
93438.23,13448.12,392,182,337,0,0,0,0,1,3,0,0,0.41288882,0.482262975,0.37912134,,1,79000,FL,0,Good
82380.89,11635.48,402,207,343,0,0,0,0,0,3,0,0,0.474172675,0.461064839,0.531934392,,0,67000,AL,0,Good
111340.94,13623.25,297,152,289,0,0,0,0,3,3,0,1,0.492234856,0.453220022,0.494871188,0.444310405,1,77000,AL,0,Good
145647.93,17877.56,242,114,217,0,0,0,0,0,2,0,0,0.485237286,0.550816315,0.536704363,,0,93000,GA,0,Good
93183.63,12733.33,315,184,264,0,0,0,0,4,8,1,1,0.393462287,0.393645655,0.331255683,0.360576908,0,56000,MS,0,Good
76293.65,11023.85,374,200,347,0,0,0,0,0,0,0,0,0.63688197,0.618831017,0.57599705,0.582809912,1,67000,SC,0,Good
75003.97,11045.54,275,135,270,0,0,0,0,2,3,0,0,0.303644963,0.354308345,0.417952544,,0,101000,AL,0,Good
74548.23,11946.13,335,141,304,0,0,0,0,1,6,0,0,0.425479027,0.321426072,0.546152042,0.368063254,1,85000,NC,0,Good
105160.84,17247.96,199,97,179,0,0,0,0,1,1,0,0,0.460317612,0.567637266,0.440693452,0.373383921,0,86000,SC,0,Good
112143.08,11965.19,296,155,238,0,0,0,0,2,4,0,0,0.425220739,0.484535036,0.434280366,0.286956474,0,62000,LA,0,Good
89764.37,14795.4,281,181,267,0,0,0,0,3,3,0,1,0.351959824,0.444215257,0.387930386,0.386966117,0,81000,MS,0,Good
58045.76,12127.52,289,109,256,0,0,0,0,2,5,0,0,0.498791812,0.534205177,0.542037649,0.501873099,0,70000,SC,0,Good
107170.85,13462.2,257,167,250,0,0,0,0,2,4,1,1,0.53358406,0.564800558,0.637402663,0.437496974,0,67000,NC,0,Good
84023.45,10132.86,305,125,282,0,0,0,0,2,6,0,1,0.566163263,0.527040799,0.576146971,0.445992952,0,106000,LA,0,Good
93293.37,10663.6,296,148,271,0,0,0,0,0,3,0,1,0.387517356,0.318740316,0.420225518,0.449996902,0,86000,NC,0,Good
72811.17,10865.38,330,167,313,0,0,0,0,1,0,0,0,0.402355078,0.313106323,0.576206432,0.366133803,1,78000,AL,0,Good
102851.37,15446.47,244,87,208,0,0,0,0,0,0,0,0,0.48512015,0.395071229,0.577120445,0.459197355,0,105000,MS,0,Good
95168.96,11437.88,366,159,364,0,0,0,0,0,2,0,1,0.519178157,0.570990071,0.393036732,0.558217916,0,75000,MS,0,Good
108616.63,13042.51,280,98,236,0,0,0,0,1,0,0,1,0.271853434,0.468223757,0.491333434,,0,,LA,0,Good
105680.24,13812.74,238,119,203,0,0,0,0,3,6,0,0,0.591023753,0.527385038,0.718764729,0.57557113,0,68000,MS,0,Good
79791.8,5871.48,275,163,216,0,0,0,0,1,3,0,0,0.678840529,0.620682028,0.724844568,0.698899837,0,77000,NC,1,Bad
113118.78,14865.06,272,134,255,0,0,0,0,3,6,0,0,0.45963004,0.487210279,0.399469579,0.528796768,0,74000,SC,0,Good
110202.85,15593.68,299,166,294,0,0,0,0,0,0,1,0,0.479464663,0.488848794,0.561172317,0.445520797,0,73000,FL,0,Good
87081.65,10411.64,350,156,306,0,0,0,0,0,0,0,0,0.567152555,0.442431113,0.604163284,0.532554743,0,90000,AL,0,Good
75854.94,12649.74,325,140,280,0,0,0,0,2,4,0,0,0.643618579,0.597634532,0.59299359,0.550440539,0,61000,LA,0,Good
98872.44,12653.31,240,165,206,0,0,0,0,0,0,0,0,0.429995977,0.361976345,0.365133118,0.456591863,0,82000,NC,0,Good
88157.84,14479.6,391,193,342,2,0,1,11497.37,1,5,0,0,0.539693541,0.55223596,0.589810327,0.605519096,0,77000,LA,0,Good
90780.38,14026.2,222,111,208,0,0,0,0,3,6,0,0,0.615091904,0.516024856,0.640221045,0.62654478,0,110000,SC,0,Good
94515.26,12959.2,233,117,214,0,0,0,0,0,0,0,0,0.679849012,0.619479963,0.623698675,0.675840185,0,81000,GA,0,Good
72054.29,13002.95,343,174,268,0,0,0,0,1,0,1,0,0.48423551,0.442692259,0.552689535,0.52433331,0,54000,FL,0,Good
113726.54,13259.11,330,168,330,0,0,0,0,3,7,0,0,0.528687288,0.551621343,0.542289258,0.575944211,0,79000,SC,0,Good
130334.68,15932.08,226,134,190,0,0,0,0,2,3,0,0,0.117540104,0.358149471,0.23777295,0,0,57000,FL,0,Good
107341.75,11325.62,303,144,251,0,0,0,0,2,4,0,0,0.528938662,0.475141774,0.431479752,,0,58000,AL,0,Good
99772.56,14253.09,371,205,366,0,0,0,0,2,2,0,0,0.416796132,0.468669525,0.48621183,0.496705709,0,79000,FL,0,Good
124707.47,16761.57,527,252,484,0,0,0,0,3,5,0,0,0.646905108,0.53870352,0.530129599,0.51756749,1,98000,LA,0,Good
89405.25,11431.66,337,188,297,1,0,0,0,0,2,1,1,0.475843604,0.45606656,0.465479934,0.53263502,1,67000,GA,0,Good
136726.88,18433.71,252,98,227,0,0,0,0,0,1,1,0,0.689544324,0.627317359,0.610161795,,0,75000,SC,0,Good
82040.8,10440.8,273,168,273,0,0,0,0,3,5,1,0,0.601196822,0.630318797,0.599180457,0.592632021,1,88000,NC,0,Good
82090.32,9972.81,347,165,314,0,0,0,0,1,3,0,1,0.470114946,0.65905797,0.581492104,,1,95000,MS,0,Good
104157.36,11893.58,269,136,250,0,0,0,0,3,5,0,0,0.562988858,0.544195489,0.531511816,,0,,AL,0,Good
59565.46,14499.8,324,176,294,0,0,0,0,2,5,1,1,0.539174646,0.52489259,0.559351147,0.572462185,0,97000,GA,0,Good
100913.04,15653.42,286,112,262,0,0,0,0,3,4,0,0,0.47602316,0.639324344,0.33787367,0.455149017,1,83000,MS,0,Good
90045.47,12841.73,347,145,314,0,0,0,0,6,11,0,0,0.270451464,0.36083965,0.420412707,0.231077907,1,,LA,0,Good
124487.62,17118.12,265,123,261,0,0,0,0,1,0,0,0,0.372099174,0.346274102,0.400263108,0.367401697,0,96000,LA,0,Good
133904.62,14627.11,537,240,516,0,0,0,0,0,3,0,0,0.621838945,0.543974725,0.649956325,,0,99000,FL,0,Good
108629.55,14984.91,277,133,262,0,0,0,0,0,1,1,1,0.695112632,0.540674929,0.59528408,0.663094836,0,49000,MS,0,Good
66534.48,10701.44,347,140,322,0,0,0,0,1,3,1,0,0.550042192,0.403173042,0.686208133,,0,71000,FL,0,Good
92166.45,13704.45,365,175,284,0,0,0,0,0,2,0,0,0.420900895,0.355350598,0.453152578,0.446515689,0,93000,SC,0,Good
39811.47,8046.77,210,125,195,0,0,0,0,4,5,0,1,0.248885565,0.348188982,0.35370531,0.238025667,1,56000,NC,0,Good
85390.32,8953.89,214,56,201,0,0,0,0,0,0,0,0,0.420419971,0.41720499,0.319513821,0.331362143,0,82000,AL,0,Good
156148.97,19684.63,383,164,327,2,1,1,10114.84,0,3,1,1,0.505773639,0.584288173,0.577843991,0.501242975,0,91000,SC,1,Bad
111131.46,17821.01,251,138,239,0,0,0,0,0,0,0,0,0.334358455,0.332829341,0.33739127,0.200890829,1,93000,GA,0,Good
57639.03,9845.36,343,184,278,0,0,0,0,2,4,0,0,0.5353572,0.630573009,0.525024651,,0,82000,SC,0,Good
75927.95,11104.86,309,148,297,0,0,0,0,4,9,0,0,0.353963632,0.406842282,0.502850563,0.354801153,0,,SC,0,Good
66763.41,9707.11,316,193,310,0,0,0,0,0,1,0,0,0.30602917,0.487279016,0.363017173,0.360249621,0,33000,NC,0,Good
110162.14,18769.08,328,145,316,0,0,0,0,1,4,0,0,0.4154917,0.56046349,0.470029131,0.427828853,0,66000,AL,0,Good
106891.52,14867.1,222,132,207,0,0,0,0,1,3,0,0,0.492838412,0.646201147,0.474804465,0.500386257,0,104000,SC,0,Good
97585.01,16018.01,274,139,259,3,1,1,13042.2,1,1,0,0,0.474248346,0.535305979,0.611846549,0.433822452,1,71000,FL,0,Good
75322.19,10263.61,208,139,197,0,0,0,0,1,2,0,0,0.631976057,0.608349264,0.652274514,0.69792665,0,95000,LA,0,Good
62388.56,11999.81,319,157,301,0,0,0,0,1,0,1,0,0.522066687,0.597488337,0.594338673,0.446872742,1,86000,GA,0,Good
106445.18,15087.87,319,172,291,4,2,1,28644.74,2,3,0,0,0.483515429,0.680339977,0.436629716,0.436738809,0,120000,FL,1,Bad
92670.24,15497.59,277,165,275,0,0,0,0,2,4,0,0,0.641247911,0.576512805,0.649412642,0.660961842,0,78000,GA,0,Good
81620.18,10088.39,392,204,357,0,0,0,0,0,0,1,1,0.633683415,0.534111687,0.700339557,,0,81000,LA,0,Good
117871.69,13388.85,244,130,214,0,0,0,0,5,6,0,0,0.39245458,0.300910423,0.524967837,0.434122729,0,72000,GA,0,Good
137949.56,17151.92,293,115,247,0,0,0,0,4,6,0,0,0.282705313,0.447691808,0.351476923,0.218636011,0,73000,FL,0,Good
78540.9,12391.3,271,158,259,1,0,0,0,4,8,0,0,0.533021302,0.417257152,0.522063005,0.48597135,1,72000,FL,1,Bad
107470.88,13499.92,337,159,297,0,0,0,0,0,1,1,0,0.56346495,0.452187873,0.638115021,0.610740598,0,,GA,0,Good
122946.47,16461.9,274,148,209,2,1,1,7170.78,2,6,0,0,0.641089931,0.675583979,0.545875944,,0,87000,MS,1,Bad
80483.22,13063.66,259,190,237,0,0,0,0,4,4,0,0,0.438269485,0.519677708,0.528577808,0.466664042,0,64000,FL,0,Good
111856.74,14887.5,338,184,332,0,0,0,0,7,12,0,0,0.296406285,0.304656092,0.550132847,0.311044475,1,91000,NC,0,Good
143451.84,17407.08,149,109,118,0,0,0,0,2,4,0,0,0.578629691,0.596430972,0.616803291,0.612714541,1,58000,FL,0,Good
87570.78,12540.68,399,184,321,0,0,0,0,1,3,0,0,0.419639383,0.342489923,0.46946267,0.509947462,0,90000,SC,0,Good
127593.57,13459.48,408,182,401,0,0,0,0,5,7,0,0,0.248943479,0.273303271,0.358638215,0.210920116,0,78000,SC,0,Good
72025.1,12409.19,274,170,267,0,0,0,0,6,9,0,0,0.475843354,0.605976772,0.623649641,,0,69000,GA,0,Good
100685.51,12543.29,286,191,255,0,0,0,0,0,2,0,0,0.376521134,0.302701936,0.409238132,0.25950547,1,60000,NC,0,Good
114866.42,13103.33,310,192,302,0,0,0,0,5,8,0,0,0.503734304,0.545113868,0.443100137,0.427108505,0,70000,SC,0,Good
94674.18,14617.4,391,154,383,0,0,0,0,2,3,0,1,0.392643618,0.411441058,0.389675564,0.332753543,0,91000,LA,0,Good
90299.8,12437.32,344,178,285,0,0,0,0,1,1,0,0,0.452487397,0.463775196,0.587024832,0.404243951,1,113000,FL,0,Good
105850.66,11269.46,385,175,367,0,0,0,0,4,5,0,0,0.388144625,0.395105205,0.418297561,0.202708404,0,,NC,0,Good
102222.01,13718.67,322,153,192,0,0,0,0,4,4,0,0,0.443220285,0.426496972,0.337878053,0.389862689,0,52000,AL,0,Good
104213.74,13853.46,313,166,297,0,0,0,0,2,3,0,0,0.359992038,0.422362058,0.475866949,0.313187687,0,67000,FL,0,Good
110541.02,13391.82,312,193,256,0,0,0,0,1,4,0,1,0.484908074,0.385187276,0.456546294,0.331296959,0,75000,LA,0,Good
115691.51,16915.73,367,152,332,0,0,0,0,3,5,0,0,0.430326608,0.333286247,0.32167695,0.476211798,1,79000,NC,0,Good
109158.46,12527.45,307,153,297,0,0,0,0,6,13,0,0,0.5475383,0.553147009,0.528606815,0.446455526,0,70000,AL,0,Good
113247.91,14098.67,371,211,290,0,0,0,0,7,12,0,0,0.411278843,0.315293883,0.381957807,0.400448755,1,77000,SC,0,Good
81034.24,10747.12,377,193,331,0,0,0,0,3,6,0,1,0.557180477,0.590335168,0.600703332,0.48746915,0,109000,NC,0,Good
81417.05,10845.8,266,153,238,0,0,0,0,0,2,0,0,0.49427498,0.545313394,0.403661126,0.459680497,0,39000,NC,0,Good
121640.97,16163.6,442,258,424,0,0,0,0,2,5,0,0,0.526217924,0.450502821,0.591413745,0.501209415,0,72000,LA,0,Good
121339.13,14934.47,402,225,388,0,0,0,0,0,0,0,0,0.360278742,0.448934322,0.398259331,0.285553711,0,92000,FL,0,Good
114150.61,16488.82,261,146,254,0,0,0,0,3,5,0,0,0.719603814,0.742881005,0.694580172,0.661276924,1,96000,GA,0,Good
142029.3,15198.51,335,148,319,0,0,0,0,0,0,0,0,0.476016642,0.4268547,0.476985114,0.402841978,1,58000,FL,0,Good
91866.48,18753.44,284,153,246,0,0,0,0,0,1,0,0,0.446113103,0.48855819,0.433558806,0.464750215,1,70000,MS,0,Good
86041.59,10298.06,271,168,256,0,0,0,0,3,6,0,0,0.489360592,0.611761089,0.539206105,0.443900308,0,,MS,0,Good
63679.66,10649.45,338,163,326,0,0,0,0,3,6,0,0,0.489611216,0.405334705,0.472387073,0.576932932,0,72000,AL,0,Good
96670.19,13434.18,275,147,266,0,0,0,0,0,1,0,0,0.458768458,0.436864013,0.538881048,0.558932914,0,,LA,0,Good
56791.27,10700.03,294,181,276,0,0,0,0,3,6,1,1,0.563584067,0.482866295,0.460603762,0.556215168,0,70000,LA,0,Good
92446.37,10003.07,167,148,154,0,0,0,0,2,4,0,0,0.596814492,0.813492001,0.51638452,,0,47000,NC,0,Good
68785.36,11874.51,274,189,231,0,0,0,0,1,0,1,1,0.571536012,0.642517517,0.604601052,0.488838158,0,70000,SC,0,Good
84492.95,10874.38,300,123,264,0,0,0,0,2,0,1,0,0.740343832,0.767127709,0.714570147,0.788920821,0,86000,LA,0,Good
103558.24,13519.16,237,143,234,0,0,0,0,1,1,1,0,0.615178836,0.603742699,0.689433914,0.569200883,0,69000,FL,0,Good
83614.44,12606.38,220,125,213,1,0,0,0,2,2,0,0,0.584650428,0.531365978,0.556659493,0.565967293,0,54000,AL,0,Good
101928.59,16021.52,276,136,269,0,0,0,0,3,7,1,0,0.620330852,0.670059942,0.505562755,0.506083135,0,64000,AL,0,Good
81454.06,11309.8,247,106,164,1,0,0,0,0,0,0,0,0.619379982,0.54980844,0.577739729,,1,80000,FL,0,Good
76619.32,12525.56,152,80,129,0,0,0,0,1,4,1,0,0.739176201,0.758686833,0.705953583,0.67095534,1,54000,SC,1,Bad
60505.75,10564.65,289,150,254,0,0,0,0,0,0,0,0,0.414410413,0.445120844,0.421902512,0.306714013,1,64000,AL,0,Good
116278.13,17272.07,363,202,340,0,0,0,0,0,0,0,0,0.551677248,0.475619117,0.481704363,0.514884729,0,100000,MS,0,Good
37333.67,4396.74,234,143,205,1,0,0,0,1,1,0,0,0.274564598,0.259038955,0.312690579,0.285752186,0,74000,GA,1,Bad
54589.69,8132.04,247,146,238,0,0,0,0,1,0,0,0,0.668463504,0.61968998,0.722091062,0.545511287,0,50000,LA,0,Good
74360.15,11801.96,282,166,269,0,0,0,0,0,2,0,0,0.402876627,0.372940894,0.4167354,0.417211384,0,62000,NC,0,Good
58443.3,10369.27,276,157,264,0,0,0,0,0,2,0,0,0.757434312,0.66754114,0.693397352,0.770957717,0,89000,SC,0,Good
88751.17,12413.8,358,210,319,0,0,0,0,3,5,0,1,0.668119068,0.74410925,0.68334968,0.61555363,1,72000,FL,0,Good
131026.64,13678.92,332,165,315,0,0,0,0,0,0,0,0,0.548922882,0.615122039,0.589035351,,0,72000,MS,0,Good
85123.24,14428.47,406,215,386,0,0,0,0,1,2,0,0,0.645560979,0.707570355,0.59752643,,0,74000,NC,0,Good
70501.8,6236.1,300,163,261,0,0,0,0,1,3,0,0,0.428607622,0.424623751,0.430917218,,0,99000,NC,0,Good
108352.44,11344.51,426,207,340,0,0,0,0,1,1,0,0,0.288348196,0.370946708,0.306453521,0.174705304,0,76000,FL,0,Good
102629.33,13205.73,351,135,322,0,0,0,0,1,1,0,0,0.678764895,0.704170595,0.685801964,0.623885933,0,76000,MS,0,Good
85045.97,9447.4,331,137,329,0,0,0,0,0,1,0,0,0.45412714,0.504431693,0.415071334,0.453345985,1,65000,SC,0,Good
91523.74,12456.54,233,132,212,0,0,0,0,0,2,0,0,0.513965978,0.30471717,0.501931524,0.45845621,0,64000,SC,0,Good
68906.5,11319.01,301,166,267,0,0,0,0,2,4,0,1,0.357014458,0.342725311,0.427916823,0.313501781,0,66000,MS,0,Good
128925.54,15795.58,375,193,352,0,0,0,0,0,3,1,0,0.360685494,0.351711752,0.437214481,0.344495724,1,,MS,0,Good
77155.12,12791.73,364,164,352,0,0,0,0,3,7,0,0,0.283659668,0.357220859,0.340648213,0.193046132,0,50000,GA,0,Good
188890.96,99999,315,193,312,0,0,0,0,3,6,0,0,0.41019581,0.519374745,0.522060667,,0,81000,SC,1,Bad
69459.42,11137.64,248,90,227,0,0,0,0,0,2,0,0,0.722266203,0.855547096,0.695941777,0.838058785,0,75000,FL,0,Good
87720,11404.87,383,156,353,0,0,0,0,1,4,0,0,0.458713433,0.483375435,0.512539161,0.507446607,0,84000,SC,0,Good
140284.46,17081.77,360,205,353,0,0,0,0,0,1,1,0,0.5571957,0.599863267,0.530328321,0.527832703,0,86000,MS,0,Good
102853.45,12908.43,245,123,217,0,0,0,0,3,4,0,0,0.397499476,0.602061564,0.325530268,0.333538514,0,47000,GA,0,Good
129374.96,17018.71,328,184,293,0,0,0,0,3,6,0,0,0.501619109,0.329727782,0.452074413,0.566384908,0,,SC,0,Good
121425.87,14917.5,218,109,173,0,0,0,0,1,2,0,0,0.350410539,0.478897863,0.280180174,0.21026144,1,89000,NC,0,Good
118710.28,10868.28,268,136,262,0,0,0,0,0,1,0,0,0.505248663,0.338091154,0.497555955,,0,94000,NC,0,Good
94296.41,11155.23,271,150,230,0,0,0,0,4,7,0,0,0.58498708,0.551623134,0.49843452,0.456957439,0,70000,GA,0,Good
94422.33,11323.99,268,119,233,0,0,0,0,1,3,1,0,0.640412943,0.563279867,0.693872653,0.620446419,1,59000,SC,0,Good
123851.91,16096.98,191,54,189,0,0,0,0,4,5,0,1,0.567295854,0.543432646,0.729491927,0.436203234,0,108000,AL,0,Good
116757.54,13656.66,351,178,341,0,0,0,0,2,2,0,0,0.377812511,0.327703553,0.341362909,0.333051587,0,80000,AL,0,Good
83094.33,8612.27,333,199,301,0,0,0,0,2,1,0,0,0.626252858,0.695428485,0.715455045,0.573562226,0,69000,SC,1,Bad
